Skill,Explanation,Related Course,Credits,Collapsed Skill,Program,Title,Professor,Professor Google Scholar Citations,Description,Semester
Communication,Students will improve their ability to effectively communicate their findings and insights from NLP analysis through written reports and presentations.,Natural Language Processing,3,Communication,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) or the instructors permission. Computational approaches to natural language generation and understanding. Recommended preparation: some previous or concurrent exposure to AI or Machine Learning. Topics include information extraction, summarization, machine translation, dialogue systems, and emotional speech. Particular attention is given to robust techniques that can handle understanding and generation for the large amounts of text on the Web or in other large corpora. Programming exercises in several of these areas.",Fall 2023
Communication,Students will improve their ability to effectively communicate their findings and insights from NLP analysis through written reports and presentations.,Natural Language Processing,3,Communication,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and any course on probability. Prior knowledge of Python is recommended. Provides a broad understanding of the basic techniques for building intelligent computer systems. Topics include state-space problem representations, problem reduction and and-or graphs, game playing and heuristic search, predicate calculus, and resolution theorem proving, AI systems and languages for knowledge representation, machine learning and concept formation and other topics such as natural language processing may be included as time permits.",Spring 2023
Critical thinking,Students will develop critical thinking skills to evaluate the performance and limitations of different NLP algorithms and approaches.,Natural Language Processing,3,Cognitive Skills,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) or the instructors permission. Computational approaches to natural language generation and understanding. Recommended preparation: some previous or concurrent exposure to AI or Machine Learning. Topics include information extraction, summarization, machine translation, dialogue systems, and emotional speech. Particular attention is given to robust techniques that can handle understanding and generation for the large amounts of text on the Web or in other large corpora. Programming exercises in several of these areas.",Fall 2023
Critical thinking,Students will develop critical thinking skills to evaluate the performance and limitations of different NLP algorithms and approaches.,Natural Language Processing,3,Cognitive Skills,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and any course on probability. Prior knowledge of Python is recommended. Provides a broad understanding of the basic techniques for building intelligent computer systems. Topics include state-space problem representations, problem reduction and and-or graphs, game playing and heuristic search, predicate calculus, and resolution theorem proving, AI systems and languages for knowledge representation, machine learning and concept formation and other topics such as natural language processing may be included as time permits.",Spring 2023
Research skills,"Students will acquire the ability to conduct research in the field of NLP, including literature review, experimental design, and evaluation of NLP models and techniques.",Natural Language Processing,3,Research skills,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) or the instructors permission. Computational approaches to natural language generation and understanding. Recommended preparation: some previous or concurrent exposure to AI or Machine Learning. Topics include information extraction, summarization, machine translation, dialogue systems, and emotional speech. Particular attention is given to robust techniques that can handle understanding and generation for the large amounts of text on the Web or in other large corpora. Programming exercises in several of these areas.",Fall 2023
Research skills,"Students will acquire the ability to conduct research in the field of NLP, including literature review, experimental design, and evaluation of NLP models and techniques.",Natural Language Processing,3,Research skills,COMS,Natural Language Processing,Daniel Bauer,452.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) and any course on probability. Prior knowledge of Python is recommended. Provides a broad understanding of the basic techniques for building intelligent computer systems. Topics include state-space problem representations, problem reduction and and-or graphs, game playing and heuristic search, predicate calculus, and resolution theorem proving, AI systems and languages for knowledge representation, machine learning and concept formation and other topics such as natural language processing may be included as time permits.",Spring 2023
Problem-solving,Students will develop the ability to solve complex problems related to visual recognition and interpretation.,"VISUAL INTERFACES TO COMP
",3,Problem-solving,COMS,"VISUAL INTERFACES TO COMP
",John R Kender,5576.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Visual input as data and for control of computer systems. Survey and analysis of architecture, algorithms, and underlying assumptions of commercial and research systems that recognize and interpret human gestures, analyze imagery such as fingerprint or iris patterns, generate natural language descriptions of medical or map imagery. Explores foundations in human psychophysics, cognitive science, and artificial intelligence.",Spring 2023
Critical thinking,Students will enhance their ability to think critically and analyze the underlying assumptions of visual interface systems.,"VISUAL INTERFACES TO COMP
",3,Cognitive Skills,COMS,"VISUAL INTERFACES TO COMP
",John R Kender,5576.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Visual input as data and for control of computer systems. Survey and analysis of architecture, algorithms, and underlying assumptions of commercial and research systems that recognize and interpret human gestures, analyze imagery such as fingerprint or iris patterns, generate natural language descriptions of medical or map imagery. Explores foundations in human psychophysics, cognitive science, and artificial intelligence.",Spring 2023
Communication,Students will improve their ability to communicate their ideas and findings related to visual interfaces.,"VISUAL INTERFACES TO COMP
",3,Communication,COMS,"VISUAL INTERFACES TO COMP
",John R Kender,5576.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Visual input as data and for control of computer systems. Survey and analysis of architecture, algorithms, and underlying assumptions of commercial and research systems that recognize and interpret human gestures, analyze imagery such as fingerprint or iris patterns, generate natural language descriptions of medical or map imagery. Explores foundations in human psychophysics, cognitive science, and artificial intelligence.",Spring 2023
Collaboration,Students will develop the ability to work effectively in teams on projects related to visual interfaces.,"VISUAL INTERFACES TO COMP
",3,Collaboration and Teamwork,COMS,"VISUAL INTERFACES TO COMP
",John R Kender,5576.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Visual input as data and for control of computer systems. Survey and analysis of architecture, algorithms, and underlying assumptions of commercial and research systems that recognize and interpret human gestures, analyze imagery such as fingerprint or iris patterns, generate natural language descriptions of medical or map imagery. Explores foundations in human psychophysics, cognitive science, and artificial intelligence.",Spring 2023
Research skills,Students will acquire the ability to conduct research in the field of visual interfaces and evaluate existing systems.,"VISUAL INTERFACES TO COMP
",3,Research skills,COMS,"VISUAL INTERFACES TO COMP
",John R Kender,5576.0,"Prerequisites: (COMS W3134 or COMS W3136 or COMS W3137) Visual input as data and for control of computer systems. Survey and analysis of architecture, algorithms, and underlying assumptions of commercial and research systems that recognize and interpret human gestures, analyze imagery such as fingerprint or iris patterns, generate natural language descriptions of medical or map imagery. Explores foundations in human psychophysics, cognitive science, and artificial intelligence.",Spring 2023
Problem-solving,Students will develop the ability to analyze and solve problems related to robotics. This ability is crucial for troubleshooting and optimizing robotic systems.,Computation Aspects of Robotics,3,Problem-solving,COMS,Computation Aspects of Robotics,Shuran Song,23592.0,"Prerequisites: (COMS W3134 or COMS W3136COMS W3137) Introduction to robotics from a computer science perspective. Topics include coordinate frames and kinematics, computer architectures for robotics, integration and use of sensors, world modeling systems, design and use of robotic programming languages, and applications of artificial intelligence for planning, assembly, and manipulation.",Spring 2023
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to robotics. This ability is important for collaborating with team members and presenting research or project outcomes.,Computation Aspects of Robotics,3,Communication,COMS,Computation Aspects of Robotics,Shuran Song,23592.0,"Prerequisites: (COMS W3134 or COMS W3136COMS W3137) Introduction to robotics from a computer science perspective. Topics include coordinate frames and kinematics, computer architectures for robotics, integration and use of sensors, world modeling systems, design and use of robotic programming languages, and applications of artificial intelligence for planning, assembly, and manipulation.",Spring 2023
Programming,Students will develop the ability to program robots using specialized programming languages. This ability allows students to translate their ideas into executable code for controlling robots.,Computation Aspects of Robotics,3,Programming,COMS,Computation Aspects of Robotics,Shuran Song,23592.0,"Prerequisites: (COMS W3134 or COMS W3136COMS W3137) Introduction to robotics from a computer science perspective. Topics include coordinate frames and kinematics, computer architectures for robotics, integration and use of sensors, world modeling systems, design and use of robotic programming languages, and applications of artificial intelligence for planning, assembly, and manipulation.",Spring 2023
System integration,Students will gain the ability to integrate different components and subsystems of a robotic system. This ability is important for ensuring seamless operation and coordination of various robot functionalities.,Computation Aspects of Robotics,3,System integration,COMS,Computation Aspects of Robotics,Shuran Song,23592.0,"Prerequisites: (COMS W3134 or COMS W3136COMS W3137) Introduction to robotics from a computer science perspective. Topics include coordinate frames and kinematics, computer architectures for robotics, integration and use of sensors, world modeling systems, design and use of robotic programming languages, and applications of artificial intelligence for planning, assembly, and manipulation.",Spring 2023
Planning and optimization,Students will develop the ability to plan and optimize robot movements and actions based on given objectives and constraints. This ability enables students to design efficient and effective robotic systems.,Computation Aspects of Robotics,3,Planning and optimization,COMS,Computation Aspects of Robotics,Shuran Song,23592.0,"Prerequisites: (COMS W3134 or COMS W3136COMS W3137) Introduction to robotics from a computer science perspective. Topics include coordinate frames and kinematics, computer architectures for robotics, integration and use of sensors, world modeling systems, design and use of robotic programming languages, and applications of artificial intelligence for planning, assembly, and manipulation.",Spring 2023
Problem-solving,Students will develop the ability to analyze complex security issues and devise effective solutions.,Security II,3,Problem-solving,COMS,Security II,Steven M Bellovin,19441.0,"Advanced security. Centralized, distributed, and cloud system security. Cryptographic protocol design choices. Hardware and software security techniques. Security testing and fuzzing. Blockchain. Human security issues. Note: May not earn credit for both W4182 and W4180 or W4187. ",Spring 2023
Communication,Students will enhance their ability to effectively communicate security concepts and findings to both technical and non-technical stakeholders.,Security II,3,Communication,COMS,Security II,Steven M Bellovin,19441.0,"Advanced security. Centralized, distributed, and cloud system security. Cryptographic protocol design choices. Hardware and software security techniques. Security testing and fuzzing. Blockchain. Human security issues. Note: May not earn credit for both W4182 and W4180 or W4187. ",Spring 2023
Critical thinking,Students will develop critical thinking skills to evaluate security risks and make informed decisions.,Security II,3,Cognitive Skills,COMS,Security II,Steven M Bellovin,19441.0,"Advanced security. Centralized, distributed, and cloud system security. Cryptographic protocol design choices. Hardware and software security techniques. Security testing and fuzzing. Blockchain. Human security issues. Note: May not earn credit for both W4182 and W4180 or W4187. ",Spring 2023
Risk assessment,Students will acquire the ability to assess and quantify security risks to prioritize mitigation efforts.,Security II,3,Risk assessment,COMS,Security II,Steven M Bellovin,19441.0,"Advanced security. Centralized, distributed, and cloud system security. Cryptographic protocol design choices. Hardware and software security techniques. Security testing and fuzzing. Blockchain. Human security issues. Note: May not earn credit for both W4182 and W4180 or W4187. ",Spring 2023
Collaboration,Students will enhance their ability to work collaboratively in teams to address security challenges and develop secure solutions.,Security II,3,Collaboration and Teamwork,COMS,Security II,Steven M Bellovin,19441.0,"Advanced security. Centralized, distributed, and cloud system security. Cryptographic protocol design choices. Hardware and software security techniques. Security testing and fuzzing. Blockchain. Human security issues. Note: May not earn credit for both W4182 and W4180 or W4187. ",Spring 2023
Problem-solving,"Students will develop advanced problem-solving abilities through hands-on projects and assignments in computer vision, enabling them to tackle complex challenges in the field.",Computer Vision,3,Problem-solving,COMS,Computer Vision,Carl Vondrick,11994.0,"Advanced course in computer vision. Topics include convolutional networks and back-propagation, object and action recognition, self-supervised and few-shot learning, image synthesis and generative models, object tracking, vision and language, vision and audio, 3D representations, interpretability, and bias, ethics, and media deception. ",Spring 2023
Communication,"Students will enhance their ability to effectively communicate their ideas, findings, and results related to computer vision through written reports, presentations, and discussions.",Computer Vision,3,Communication,COMS,Computer Vision,Carl Vondrick,11994.0,"Advanced course in computer vision. Topics include convolutional networks and back-propagation, object and action recognition, self-supervised and few-shot learning, image synthesis and generative models, object tracking, vision and language, vision and audio, 3D representations, interpretability, and bias, ethics, and media deception. ",Spring 2023
Analytical thinking,"Students will develop the ability to analyze and interpret visual data, enabling them to extract meaningful insights and make informed decisions.",Computer Vision,3,Cognitive Skills,COMS,Computer Vision,Carl Vondrick,11994.0,"Advanced course in computer vision. Topics include convolutional networks and back-propagation, object and action recognition, self-supervised and few-shot learning, image synthesis and generative models, object tracking, vision and language, vision and audio, 3D representations, interpretability, and bias, ethics, and media deception. ",Spring 2023
Research skills,"Students will acquire the ability to conduct research in computer vision, including literature review, experimental design, and evaluation of algorithms and models.",Computer Vision,3,Research skills,COMS,Computer Vision,Carl Vondrick,11994.0,"Advanced course in computer vision. Topics include convolutional networks and back-propagation, object and action recognition, self-supervised and few-shot learning, image synthesis and generative models, object tracking, vision and language, vision and audio, 3D representations, interpretability, and bias, ethics, and media deception. ",Spring 2023
Collaboration,"Students will develop teamwork and collaboration skills through group projects and discussions, fostering the ability to work effectively in interdisciplinary teams in the field of computer vision.",Computer Vision,3,Collaboration and Teamwork,COMS,Computer Vision,Carl Vondrick,11994.0,"Advanced course in computer vision. Topics include convolutional networks and back-propagation, object and action recognition, self-supervised and few-shot learning, image synthesis and generative models, object tracking, vision and language, vision and audio, 3D representations, interpretability, and bias, ethics, and media deception. ",Spring 2023
