Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill,Title,Professor,Professor Google Scholar Citations,Description
Sequential algorithm implementation,Students will develop the skill to implement algorithms that are executed sequentially.,"6.5060 Algorithm Engineering
",1,Fall 2023,,"6.5060 Algorithm Engineering
", ,0,"()
Prereq: 6.1060 and 6.1220
Units: 3-0-9

Covers the theory and practice of algorithms and data structures. Topics include models of computation, algorithm design and analysis, and performance engineering of algorithm implementations. Presents the design and implementation of sequential, parallel, cache-efficient, and external-memory algorithms. Illustrates many of the principles of algorithm engineering in the context of parallel algorithms and graph problems.
Staff"
Parallel algorithm implementation,Students will learn how to implement algorithms that can be executed in parallel.,"6.5060 Algorithm Engineering
",1,Fall 2023,Parallel Algorithm,"6.5060 Algorithm Engineering
", ,0,"()
Prereq: 6.1060 and 6.1220
Units: 3-0-9

Covers the theory and practice of algorithms and data structures. Topics include models of computation, algorithm design and analysis, and performance engineering of algorithm implementations. Presents the design and implementation of sequential, parallel, cache-efficient, and external-memory algorithms. Illustrates many of the principles of algorithm engineering in the context of parallel algorithms and graph problems.
Staff"
External-memory algorithm implementation,Students will gain proficiency in implementing algorithms that efficiently use external memory.,"6.5060 Algorithm Engineering
",1,Fall 2023,External-memory algorithm implementation,"6.5060 Algorithm Engineering
", ,0,"()
Prereq: 6.1060 and 6.1220
Units: 3-0-9

Covers the theory and practice of algorithms and data structures. Topics include models of computation, algorithm design and analysis, and performance engineering of algorithm implementations. Presents the design and implementation of sequential, parallel, cache-efficient, and external-memory algorithms. Illustrates many of the principles of algorithm engineering in the context of parallel algorithms and graph problems.
Staff"
Multicore programming,"Students will gain proficiency in programming multicore machines, including understanding principles and core techniques such as locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and synchronization techniques.","6.5080 Multicore Programming
",1,Fall 2023,Concurrent and Parallel Programming,"6.5080 Multicore Programming
", ,0,"()
(Subject meets with 6.5081)
Prereq: 6.1210
Units: 4-0-8

Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.
Staff"
Transactional memory,Students will learn about state-of-the-art synchronization technique called transactional memory and how to apply it in multicore programming.,"6.5080 Multicore Programming
",1,Fall 2023,Transactional memory,"6.5080 Multicore Programming
", ,0,"()
(Subject meets with 6.5081)
Prereq: 6.1210
Units: 4-0-8

Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.
Staff"
Multicore programming,"Students will gain proficiency in programming multicore machines, including principles and core techniques such as locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and synchronization techniques.","6.5081 Multicore Programming
",1,Fall 2023,Concurrent and Parallel Programming,"6.5081 Multicore Programming
", ,0,"()
(Subject meets with 6.5080)
Prereq: 6.1210
Units: 4-0-8
 Subject Cancelled 

Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.
Staff

Programming Languages"
Designing highly concurrent applications,Students will learn how to design a highly concurrent application as part of the programming assignments.,"6.5081 Multicore Programming
",1,Fall 2023,Designing highly concurrent applications,"6.5081 Multicore Programming
", ,0,"()
(Subject meets with 6.5080)
Prereq: 6.1210
Units: 4-0-8
 Subject Cancelled 

Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.
Staff

Programming Languages"
Programming assignments,Students will develop their programming skills through a sequence of programming assignments on a large multicore machine.,"6.5081 Multicore Programming
",1,Fall 2023,,"6.5081 Multicore Programming
", ,0,"()
(Subject meets with 6.5080)
Prereq: 6.1210
Units: 4-0-8
 Subject Cancelled 

Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.
Staff

Programming Languages"
Transactional memory,"Students will learn about state-of-the-art synchronization techniques, such as transactional memory, used in multicore programming.","6.5081 Multicore Programming
",1,Fall 2023,Transactional memory,"6.5081 Multicore Programming
", ,0,"()
(Subject meets with 6.5080)
Prereq: 6.1210
Units: 4-0-8
 Subject Cancelled 

Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.
Staff

Programming Languages"
Compiler design,Students will learn how to design and implement compilers for higher-level programming languages.,"6.1100 Computer Language Engineering
",1,Fall 2023,Compiler design,"6.1100 Computer Language Engineering
", ,0,"()
Prereq: 6.1020 and 6.1910
Units: 4-4-4

Analyzes issues associated with the implementation of higher-level programming languages. Fundamental concepts, functions, and structures of compilers. The interaction of theory and practice. Using tools in building software. Includes a multi-person project on compiler design and implementation.
Staff"
Software development,Students will gain proficiency in using tools and techniques for building software.,"6.1100 Computer Language Engineering
",1,Fall 2023,Software Development and Web Application Security,"6.1100 Computer Language Engineering
", ,0,"()
Prereq: 6.1020 and 6.1910
Units: 4-4-4

Analyzes issues associated with the implementation of higher-level programming languages. Fundamental concepts, functions, and structures of compilers. The interaction of theory and practice. Using tools in building software. Includes a multi-person project on compiler design and implementation.
Staff"
Programming languages,Students will develop proficiency in understanding and working with different programming languages.,"6.1100 Computer Language Engineering
",1,Fall 2023,,"6.1100 Computer Language Engineering
", ,0,"()
Prereq: 6.1020 and 6.1910
Units: 4-4-4

Analyzes issues associated with the implementation of higher-level programming languages. Fundamental concepts, functions, and structures of compilers. The interaction of theory and practice. Using tools in building software. Includes a multi-person project on compiler design and implementation.
Staff"
Problem-solving,Students will enhance their problem-solving skills through the multi-person project on compiler design and implementation.,"6.1100 Computer Language Engineering
",1,Fall 2023,Problem-solving,"6.1100 Computer Language Engineering
", ,0,"()
Prereq: 6.1020 and 6.1910
Units: 4-4-4

Analyzes issues associated with the implementation of higher-level programming languages. Fundamental concepts, functions, and structures of compilers. The interaction of theory and practice. Using tools in building software. Includes a multi-person project on compiler design and implementation.
Staff"
